,Feature,Importance,Cluster Average,League Average
0,DREB,-0.38599834507515096,5.991666666666666,3.5913793103448266
1,LB_REC,-0.34537925359148447,0.7555555555555554,0.88551724137931
2,DIST_MI_DEF,-0.3373971507430073,0.7994444444444444,0.8403448275862072
3,DEFL,-0.33636695884928325,1.1722222222222225,1.5072413793103456
4,DREB%,-0.32275100528085887,22.927777777777774,13.83655172413793
5,%DREB,-0.3130285089905488,32.977777777777774,20.024482758620692
6,STL%,-0.25967966496016887,15.166666666666666,19.681379310344827
7,CONT_3PT,-0.2380380850239218,1.661111111111111,2.3627586206896534
8,CONT_2PT,-0.19401462996636723,8.07777777777778,4.1296551724137895
9,6DFG%,-0.1283978314785307,13.633333333333336,10.233448275862061
10,%BLK,-0.06473804117513927,42.891666666666666,19.42103448275861
11,10to15DFG%,-0.02053135217497536,39.22777777777778,37.579655172413794
12,6FREQ,0.01748281040716744,57.116666666666674,63.68655172413796
13,CONTEST_DREB%,0.051054629382189104,34.09722222222222,22.386206896551716
14,10to15FREQ,0.07654597208102516,0.3794547954722222,0.398871252144828
15,6to10DFG%,0.08105123234240688,7.611111111111111,8.048620689655172
16,6to10FREQ,0.09428686694356331,0.39384068780555564,0.40567504895172446
17,AVG_SPEED_DEF,0.20302812500457557,3.9116666666666666,4.004448275862068
18,AVG_DREB_DIST,0.211103563871123,4.269444444444444,6.753793103448275
